match_id,duration,first_blood_time,game_mode,dire_score,radiant_score,radiant_win,start_time,region,patch,throw,comeback,replay_url,player_slot,ability_upgrades_arr,assists,backpack_0,backpack_1,backpack_2,deaths,denies,gold,gold_spent,hero_damage,hero_healing,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,item_neutral,kills,last_hits,level,net_worth,permanent_buffs,tower_damage,isRadiant,total_gold,total_xp,kda,rank_tier,gold_per_min,xp_per_min,kills_per_min,last_hits_per_min,hero_damage_per_min,hero_healing_per_min,tower_damage,list_of_picks
6109228303,2781,3,22,44,26,False,1627477984,5,48,,,,130,"[5621, 5619, 5620, 5620, 5620, 5622, 5620, 5621, 5621, 452, 5621, 5622, 5619, 5619, 5907, 5619, 5622, 5923, 6943]",12,63,0,0,1,5,5919,28240,33157,0,109,117,116,141,147,139,160,335,14,427,27,31594,,18933,False,33742,32769,13,54,"{'raw': 728, 'pct': 0.8230088495575221}","{'raw': 707, 'pct': 0.6194690265486725}","{'raw': 0.30204962243797195, 'pct': 0.8185840707964602}","{'raw': 9.212513484358144, 'pct': 0.6371681415929203}","{'raw': 715.361380798274, 'pct': 0.6991150442477876}","{'raw': 0, 'pct': 0.8982300884955752}","{'raw': 18933, 'pct': 0.8672566371681416}","[{'hero_id': 8, 'team': 0, 'order': 0}, {'hero_id': 119, 'team': 1, 'order': 1}, {'hero_id': 75, 'team': 1, 'order': 2}, {'hero_id': 49, 'team': 0, 'order': 3}, {'hero_id': 129, 'team': 1, 'order': 4}, {'hero_id': 37, 'team': 0, 'order': 5}, {'hero_id': 101, 'team': 0, 'order': 6}, {'hero_id': 109, 'team': 1, 'order': 7}, {'hero_id': 35, 'team': 1, 'order': 8}, {'hero_id': 25, 'team': 0, 'order': 9}]"
6108429358,2001,166,22,11,38,True,1627420545,5,48,,,,132,"[5003, 5004, 5003, 5004, 5004, 5006, 5004, 7314, 5003, 6250, 7314, 5006, 7314, 7314, 5934, 5003]",0,0,0,0,8,7,964,9500,3468,0,1,63,145,181,170,75,36,306,1,153,17,9974,,0,False,10805,13840,0,54,"{'raw': 324, 'pct': 0.04907481898632341}","{'raw': 415, 'pct': 0.05953338696701529}","{'raw': 0.029985007496251874, 'pct': 0.04505229283990346}","{'raw': 4.5877061469265366, 'pct': 0.10539018503620273}","{'raw': 103.9880059970015, 'pct': 0.03378921962992759}","{'raw': 0, 'pct': 0.9831053901850362}","{'raw': 0, 'pct': 0.1263073209975865}","[{'hero_id': 70, 'team': 0, 'order': 0}, {'hero_id': 72, 'team': 1, 'order': 1}, {'hero_id': 5, 'team': 0, 'order': 2}, {'hero_id': 22, 'team': 1, 'order': 3}, {'hero_id': 128, 'team': 0, 'order': 4}, {'hero_id': 10, 'team': 1, 'order': 5}, {'hero_id': 29, 'team': 0, 'order': 6}, {'hero_id': 135, 'team': 1, 'order': 7}, {'hero_id': 1, 'team': 1, 'order': 9}, {'hero_id': 19, 'team': 0, 'order': 10}]"
6108382795,2206,202,22,45,12,False,1627417393,5,48,,,,1,"[5363, 5362, 5363, 730, 5363, 5364, 5363, 730, 730, 730, 730, 5364, 730, 730, 6653, 5959, 5362, 5364, 5362]",5,0,0,0,4,16,148,17635,24076,0,72,63,170,1,116,108,149,309,3,297,19,16248,,738,True,17868,17427,1,54,"{'raw': 486, 'pct': 0.6984126984126984}","{'raw': 474, 'pct': 0.26455026455026454}","{'raw': 0.08159564823209428, 'pct': 0.1675485008818342}","{'raw': 8.077969174977335, 'pct': 0.8871252204585538}","{'raw': 654.8322756119674, 'pct': 0.5132275132275133}","{'raw': 0, 'pct': 0.673721340388007}","{'raw': 738, 'pct': 0.43738977072310403}","[{'hero_id': 112, 'team': 1, 'order': 0}, {'hero_id': 27, 'team': 1, 'order': 1}, {'hero_id': 45, 'team': 0, 'order': 2}, {'hero_id': 64, 'team': 0, 'order': 3}, {'hero_id': 111, 'team': 1, 'order': 4}, {'hero_id': 78, 'team': 0, 'order': 5}, {'hero_id': 96, 'team': 1, 'order': 6}, {'hero_id': 94, 'team': 0, 'order': 7}, {'hero_id': 46, 'team': 1, 'order': 8}, {'hero_id': 72, 'team': 0, 'order': 9}]"
6108322292,2357,98,22,45,24,False,1627413813,5,48,,,,129,"[631, 5250, 5249, 631, 631, 5252, 631, 5250, 5250, 5907, 5250, 5252, 5249, 5249, 6009, 5249, 5252, 709, 6173]",13,0,0,0,2,22,1399,23610,41660,0,54,50,208,154,156,166,149,381,14,287,25,23224,,9221,False,24237,31033,9,54,"{'raw': 617, 'pct': 0.7293777134587555}","{'raw': 790, 'pct': 0.7395079594790159}","{'raw': 0.3563852354688163, 'pct': 0.8567293777134588}","{'raw': 7.305897327110734, 'pct': 0.7134587554269175}","{'raw': 1060.5006364022063, 'pct': 0.9435600578871202}","{'raw': 0, 'pct': 0.7973950795947902}","{'raw': 9221, 'pct': 0.6685962373371924}","[{'hero_id': 14, 'team': 1, 'order': 0}, {'hero_id': 88, 'team': 0, 'order': 1}, {'hero_id': 84, 'team': 0, 'order': 2}, {'hero_id': 19, 'team': 1, 'order': 3}, {'hero_id': 21, 'team': 1, 'order': 4}, {'hero_id': 49, 'team': 0, 'order': 5}, {'hero_id': 47, 'team': 1, 'order': 6}, {'hero_id': 76, 'team': 0, 'order': 7}, {'hero_id': 67, 'team': 0, 'order': 8}, {'hero_id': 54, 'team': 1, 'order': 9}]"
6108223471,3965,46,22,51,46,True,1627408557,5,48,,,,0,"[5505, 5506, 5505, 5506, 5505, 5507, 5505, 5504, 5504, 5938, 5504, 5504, 5507, 5506, 7389, 5506, 5507, 6687, 6803, 5972, 5907, 6182, 528]",21,250,0,0,4,9,14824,53085,64798,0,94,154,156,160,133,141,133,367,15,1131,30,10563,"[{'permanent_buff': 1, 'stack_count': 0}, {'permanent_buff': 2, 'stack_count': 0}, {'permanent_buff': 12, 'stack_count': 0}]",9379,True,66545,51545,7,54,"{'raw': 1007, 'pct': 0.9976744186046511}","{'raw': 780, 'pct': 0.5953488372093023}","{'raw': 0.22698612862547288, 'pct': 0.763953488372093}","{'raw': 17.114754098360656, 'pct': 0.9976744186046511}","{'raw': 980.5498108448929, 'pct': 0.8116279069767441}","{'raw': 0, 'pct': 0.9837209302325581}","{'raw': 9379, 'pct': 0.6162790697674418}","[{'hero_id': 92, 'team': 1, 'order': 0}, {'hero_id': 20, 'team': 1, 'order': 1}, {'hero_id': 36, 'team': 0, 'order': 2}, {'hero_id': 16, 'team': 0, 'order': 3}, {'hero_id': 51, 'team': 1, 'order': 4}, {'hero_id': 26, 'team': 0, 'order': 5}, {'hero_id': 112, 'team': 0, 'order': 6}, {'hero_id': 41, 'team': 1, 'order': 7}, {'hero_id': 65, 'team': 1, 'order': 8}, {'hero_id': 94, 'team': 0, 'order': 9}]"
6108082449,2635,19,22,50,31,False,1627402020,5,48,,,,131,"[5182, 5184, 5182, 5184, 5182, 5185, 5182, 5184, 5184, 6250, 5691, 5185, 5691, 5691, 6807, 5691, 5185, 7388, 7001, 454, 5993, 6210, 6651]",12,0,0,0,1,9,1325,30795,26197,0,41,133,156,139,116,166,135,381,11,360,30,29275,,12516,False,30566,36846,11,54,"{'raw': 696, 'pct': 0.9037800687285223}","{'raw': 839, 'pct': 0.872852233676976}","{'raw': 0.25047438330170774, 'pct': 0.6758304696449027}","{'raw': 8.197343453510436, 'pct': 0.8717067583046965}","{'raw': 596.516129032258, 'pct': 0.6151202749140894}","{'raw': 0, 'pct': 0.9782359679266895}","{'raw': 12516, 'pct': 0.9163802978235968}","[{'hero_id': 84, 'team': 1, 'order': 0}, {'hero_id': 64, 'team': 0, 'order': 1}, {'hero_id': 90, 'team': 0, 'order': 2}, {'hero_id': 35, 'team': 1, 'order': 3}, {'hero_id': 93, 'team': 0, 'order': 4}, {'hero_id': 88, 'team': 1, 'order': 5}, {'hero_id': 11, 'team': 1, 'order': 6}, {'hero_id': 7, 'team': 0, 'order': 7}, {'hero_id': 129, 'team': 0, 'order': 8}, {'hero_id': 41, 'team': 1, 'order': 9}]"
6107969582,3174,130,22,32,39,True,1627397583,5,48,,,,128,"[5621, 5619, 5620, 5620, 5620, 5622, 5620, 5621, 5621, 5621, 5918, 5622, 5619, 5619, 5907, 5619, 5622, 479, 6107]",6,33,0,0,4,6,2438,36650,31541,0,109,63,156,116,147,160,141,379,7,621,26,28188,,2918,False,38140,33062,2,54,"{'raw': 721, 'pct': 0.8141592920353983}","{'raw': 625, 'pct': 0.39823008849557523}","{'raw': 0.1323251417769376, 'pct': 0.37168141592920356}","{'raw': 11.73913043478261, 'pct': 0.9026548672566371}","{'raw': 596.2381852551985, 'pct': 0.5575221238938053}","{'raw': 0, 'pct': 0.8982300884955752}","{'raw': 2918, 'pct': 0.41150442477876104}","[{'hero_id': 119, 'team': 1, 'order': 0}, {'hero_id': 14, 'team': 1, 'order': 1}, {'hero_id': 3, 'team': 0, 'order': 2}, {'hero_id': 69, 'team': 0, 'order': 3}, {'hero_id': 49, 'team': 1, 'order': 4}, {'hero_id': 9, 'team': 0, 'order': 5}, {'hero_id': 75, 'team': 0, 'order': 6}, {'hero_id': 109, 'team': 1, 'order': 7}, {'hero_id': 61, 'team': 1, 'order': 8}, {'hero_id': 114, 'team': 0, 'order': 9}]"
6106127972,2257,135,22,35,25,False,1627294701,5,48,,,,132,,6,43,0,38,2,10,,,,,109,63,75,160,116,154,141,376,6,375,22,21696,,,False,23322,22005,4,54,"{'raw': 620, 'pct': 0.5619469026548672}","{'raw': 585, 'pct': 0.3230088495575221}","{'raw': 0.1595037660611431, 'pct': 0.48672566371681414}","{'raw': 9.968985378821445, 'pct': 0.7079646017699115}","{'raw': 0, 'pct': 0}","{'raw': 0, 'pct': 0.8982300884955752}",{},"[{'hero_id': 5, 'team': 0, 'order': 0}, {'hero_id': 20, 'team': 1, 'order': 1}, {'hero_id': 112, 'team': 0, 'order': 2}, {'hero_id': 81, 'team': 1, 'order': 3}, {'hero_id': 7, 'team': 0, 'order': 4}, {'hero_id': 11, 'team': 0, 'order': 5}, {'hero_id': 109, 'team': 1, 'order': 6}, {'hero_id': 84, 'team': 1, 'order': 7}, {'hero_id': 113, 'team': 1, 'order': 8}, {'hero_id': 94, 'team': 0, 'order': 9}]"
6106017246,3895,0,22,55,60,False,1627288193,5,48,,,,3,"[631, 5250, 5249, 5250, 631, 5252, 631, 5250, 5249, 5907, 5250, 5252, 5249, 5249, 631, 6009, 5252, 709, 6173, 5918, 6423, 452, 7012]",18,40,50,0,7,21,2624,29495,79091,0,54,143,225,154,152,135,141,379,23,333,30,29204,,4825,True,39858,42909,5,54,"{'raw': 614, 'pct': 0.7221418234442837}","{'raw': 661, 'pct': 0.40665701881331406}","{'raw': 0.35430038510911427, 'pct': 0.8523878437047757}","{'raw': 5.129653401797176, 'pct': 0.2301013024602026}","{'raw': 1218.346598202824, 'pct': 0.9739507959479016}","{'raw': 0, 'pct': 0.7973950795947902}","{'raw': 4825, 'pct': 0.5123010130246021}","[{'hero_id': 50, 'team': 0, 'order': 0}, {'hero_id': 47, 'team': 0, 'order': 1}, {'hero_id': 7, 'team': 1, 'order': 2}, {'hero_id': 97, 'team': 1, 'order': 3}, {'hero_id': 35, 'team': 0, 'order': 4}, {'hero_id': 54, 'team': 0, 'order': 5}, {'hero_id': 44, 'team': 1, 'order': 6}, {'hero_id': 2, 'team': 1, 'order': 7}, {'hero_id': 64, 'team': 0, 'order': 8}, {'hero_id': 26, 'team': 1, 'order': 9}]"
6100747630,2195,229,22,23,52,True,1626986535,5,48,,,,128,"[5621, 5619, 5620, 5620, 5620, 5622, 5620, 5621, 5621, 452, 5621, 5622, 5619, 5619, 6311, 5619, 5622]",3,21,0,0,5,16,942,16070,16407,0,109,63,11,160,147,8,34,686,2,340,19,15372,,1973,False,18072,17633,0,54,"{'raw': 494, 'pct': 0.2610619469026549}","{'raw': 482, 'pct': 0.1592920353982301}","{'raw': 0.05466970387243736, 'pct': 0.10176991150442478}","{'raw': 9.293849658314352, 'pct': 0.6504424778761062}","{'raw': 448.48291571753987, 'pct': 0.3141592920353982}","{'raw': 0, 'pct': 0.8982300884955752}","{'raw': 1973, 'pct': 0.3495575221238938}","[{'hero_id': 26, 'team': 1, 'order': 0}, {'hero_id': 21, 'team': 0, 'order': 1}, {'hero_id': 19, 'team': 0, 'order': 2}, {'hero_id': 85, 'team': 1, 'order': 3}, {'hero_id': 49, 'team': 1, 'order': 4}, {'hero_id': 54, 'team': 0, 'order': 5}, {'hero_id': 16, 'team': 0, 'order': 6}, {'hero_id': 109, 'team': 1, 'order': 7}, {'hero_id': 113, 'team': 0, 'order': 8}, {'hero_id': 76, 'team': 1, 'order': 9}]"
6100653037,4625,132,22,33,46,True,1626980920,5,48,9117,,,132,"[5505, 5506, 5505, 5504, 5505, 5504, 5505, 5507, 5504, 5504, 5506, 5938, 5507, 5506, 5907, 5506, 5507, 6687, 6803, 5972, 7389, 6182, 528]",13,0,0,0,5,12,7024,50195,73916,0,94,139,116,156,147,160,141,367,12,1030,30,47549,"[{'permanent_buff': 1, 'stack_count': 0}, {'permanent_buff': 2, 'stack_count': 0}, {'permanent_buff': 12, 'stack_count': 0}]",8242,False,64981,53033,4,54,"{'raw': 843, 'pct': 0.9313953488372093}","{'raw': 688, 'pct': 0.3302325581395349}","{'raw': 0.15567567567567567, 'pct': 0.5813953488372093}","{'raw': 13.362162162162162, 'pct': 0.936046511627907}","{'raw': 958.9102702702702, 'pct': 0.7953488372093023}","{'raw': 0, 'pct': 0.9837209302325581}","{'raw': 8242, 'pct': 0.5697674418604651}","[{'hero_id': 119, 'team': 1, 'order': 0}, {'hero_id': 112, 'team': 0, 'order': 2}, {'hero_id': 16, 'team': 0, 'order': 4}, {'hero_id': 13, 'team': 1, 'order': 5}, {'hero_id': 74, 'team': 1, 'order': 6}, {'hero_id': 11, 'team': 0, 'order': 8}, {'hero_id': 108, 'team': 1, 'order': 9}, {'hero_id': 29, 'team': 0, 'order': 10}, {'hero_id': 6, 'team': 0, 'order': 11}, {'hero_id': 94, 'team': 1, 'order': 12}]"
6100605287,1877,95,22,67,17,False,1626978324,5,48,,,,2,"[5505, 5506, 5505, 730, 5505, 5507, 5504, 5505, 5506, 5938, 5506, 5507, 5504, 7389, 5506, 5504, 5504, 5507, 6687]",4,23,21,0,8,8,638,13565,10430,0,94,63,22,65,26,154,36,375,4,158,21,12888,,198,True,14609,19802,0,54,"{'raw': 467, 'pct': 0.1755813953488372}","{'raw': 633, 'pct': 0.24069767441860465}","{'raw': 0.12786361214704314, 'pct': 0.45465116279069767}","{'raw': 5.0506126798082045, 'pct': 0.07209302325581396}","{'raw': 333.40436867341504, 'pct': 0.10813953488372093}","{'raw': 0, 'pct': 0.9837209302325581}","{'raw': 198, 'pct': 0.14069767441860465}","[{'hero_id': 14, 'team': 0, 'order': 0}, {'hero_id': 30, 'team': 1, 'order': 1}, {'hero_id': 27, 'team': 1, 'order': 2}, {'hero_id': 28, 'team': 1, 'order': 3}, {'hero_id': 2, 'team': 1, 'order': 4}, {'hero_id': 107, 'team': 0, 'order': 5}, {'hero_id': 39, 'team': 1, 'order': 6}, {'hero_id': 94, 'team': 0, 'order': 7}]"
6099335872,3428,75,22,39,47,True,1626900089,5,48,,,,2,"[5190, 5191, 5190, 5192, 5190, 5193, 5190, 5191, 5191, 6034, 5191, 5193, 5192, 5192, 490, 5192, 5193, 7383, 6192, 559, 433, 6848, 6847]",13,63,0,0,4,10,1819,45270,55773,0,44,133,208,225,147,116,139,335,25,487,30,43894,"[{'permanent_buff': 1, 'stack_count': 0}, {'permanent_buff': 2, 'stack_count': 0}, {'permanent_buff': 6, 'stack_count': 2}]",14677,True,45992,42221,7,54,"{'raw': 805, 'pct': 0.964200477326969}","{'raw': 739, 'pct': 0.5077565632458234}","{'raw': 0.43757292882147025, 'pct': 0.869928400954654}","{'raw': 8.52392065344224, 'pct': 0.7923627684964201}","{'raw': 976.1901983663943, 'pct': 0.788782816229117}","{'raw': 0, 'pct': 0.9791169451073986}","{'raw': 14677, 'pct': 0.9552505966587113}","[{'hero_id': 9, 'team': 1, 'order': 0}, {'hero_id': 66, 'team': 0, 'order': 1}, {'hero_id': 119, 'team': 1, 'order': 2}, {'hero_id': 97, 'team': 0, 'order': 3}, {'hero_id': 35, 'team': 1, 'order': 4}, {'hero_id': 126, 'team': 1, 'order': 5}, {'hero_id': 100, 'team': 0, 'order': 6}, {'hero_id': 44, 'team': 0, 'order': 7}, {'hero_id': 34, 'team': 1, 'order': 8}, {'hero_id': 74, 'team': 0, 'order': 9}]"
6099227861,3040,143,22,50,41,False,1626893811,5,48,,,,129,"[5182, 5184, 5691, 5182, 5184, 5185, 5184, 5184, 5182, 6250, 5182, 5185, 5691, 5691, 6807, 5691, 5185, 7388, 7001, 454, 5993, 6210, 6651]",22,63,0,38,2,9,3965,29360,38407,0,41,117,160,116,172,154,141,363,14,355,30,32840,"[{'permanent_buff': 12, 'stack_count': 0}]",15081,False,33034,38912,12,54,"{'raw': 652, 'pct': 0.827033218785796}","{'raw': 768, 'pct': 0.6918671248568156}","{'raw': 0.2763157894736842, 'pct': 0.736540664375716}","{'raw': 7.006578947368421, 'pct': 0.6471935853379153}","{'raw': 758.0328947368421, 'pct': 0.7869415807560137}","{'raw': 0, 'pct': 0.9782359679266895}","{'raw': 15081, 'pct': 0.9667812142038946}","[{'hero_id': 119, 'team': 0, 'order': 0}, {'hero_id': 74, 'team': 1, 'order': 1}, {'hero_id': 121, 'team': 1, 'order': 2}, {'hero_id': 19, 'team': 0, 'order': 3}, {'hero_id': 29, 'team': 0, 'order': 4}, {'hero_id': 26, 'team': 0, 'order': 5}, {'hero_id': 47, 'team': 1, 'order': 6}, {'hero_id': 112, 'team': 1, 'order': 7}, {'hero_id': 32, 'team': 0, 'order': 8}, {'hero_id': 41, 'team': 1, 'order': 9}]"
6097982555,2419,7,22,57,28,False,1626818776,5,48,,,,132,,24,0,0,0,5,2,,,,,14,48,188,226,90,40,232,309,8,91,26,13437,,,False,16086,31084,5,54,"{'raw': 399, 'pct': 0.7444626743232158}","{'raw': 771, 'pct': 0.9548810500410172}","{'raw': 0.19842910293509713, 'pct': 0.6702214930270713}","{'raw': 2.25713104588673, 'pct': 0.6386382280557834}","{'raw': 0, 'pct': 0.00041017227235438887}","{'raw': 0, 'pct': 0.49794913863822804}",{},"[{'hero_id': 126, 'team': 1, 'order': 0}, {'hero_id': 40, 'team': 0, 'order': 1}, {'hero_id': 69, 'team': 0, 'order': 2}, {'hero_id': 102, 'team': 1, 'order': 3}, {'hero_id': 108, 'team': 0, 'order': 4}, {'hero_id': 14, 'team': 1, 'order': 5}, {'hero_id': 47, 'team': 1, 'order': 6}, {'hero_id': 10, 'team': 0, 'order': 7}]"
6097386116,3001,325,22,33,37,True,1626789363,5,48,,,,2,"[5370, 5371, 5370, 5371, 5371, 5370, 5370, 5371, 5371, 5370, 5372, 5372, 7390, 5371, 5372, 5372, 5372, 5372, 5372, 7148, 6099, 5370, 5370, 5371, 6098]",18,58,0,0,5,8,2392,23655,41188,0,74,48,267,256,65,110,108,311,12,226,28,24932,,4058,True,28759,39363,5,54,"{'raw': 575, 'pct': 0.7115384615384616}","{'raw': 787, 'pct': 0.7983870967741935}","{'raw': 0.23992002665778073, 'pct': 0.6352357320099256}","{'raw': 4.518493835388204, 'pct': 0.49193548387096775}","{'raw': 823.4855048317228, 'pct': 0.7276674937965261}","{'raw': 0, 'pct': 0.8678660049627791}","{'raw': 4058, 'pct': 0.6135235732009926}","[{'hero_id': 97, 'team': 1, 'order': 0}, {'hero_id': 2, 'team': 0, 'order': 1}, {'hero_id': 22, 'team': 1, 'order': 2}, {'hero_id': 50, 'team': 0, 'order': 3}, {'hero_id': 74, 'team': 0, 'order': 4}, {'hero_id': 11, 'team': 1, 'order': 6}, {'hero_id': 98, 'team': 1, 'order': 7}, {'hero_id': 41, 'team': 0, 'order': 8}, {'hero_id': 13, 'team': 1, 'order': 9}, {'hero_id': 87, 'team': 0, 'order': 10}]"
6097300523,2408,0,22,62,39,False,1626786248,5,48,,,,2,"[5370, 5371, 5370, 5371, 5371, 5370, 5371, 5370, 5372, 5372, 5372, 5372, 5372, 5372, 5372, 7390, 7148, 5371, 5370, 6099]",19,69,0,0,7,5,1162,14185,29953,0,74,29,267,108,65,69,77,309,8,107,20,14807,,195,True,15852,18060,3,54,"{'raw': 395, 'pct': 0.27667493796526055}","{'raw': 450, 'pct': 0.13895781637717122}","{'raw': 0.19933554817275748, 'pct': 0.5186104218362283}","{'raw': 2.666112956810631, 'pct': 0.21339950372208435}","{'raw': 746.3372093023256, 'pct': 0.6495037220843672}","{'raw': 0, 'pct': 0.8678660049627791}","{'raw': 195, 'pct': 0.12468982630272953}","[{'hero_id': 14, 'team': 1, 'order': 0}, {'hero_id': 2, 'team': 0, 'order': 1}, {'hero_id': 119, 'team': 0, 'order': 2}, {'hero_id': 114, 'team': 1, 'order': 3}, {'hero_id': 84, 'team': 0, 'order': 4}, {'hero_id': 8, 'team': 0, 'order': 5}, {'hero_id': 40, 'team': 1, 'order': 6}, {'hero_id': 35, 'team': 1, 'order': 7}, {'hero_id': 74, 'team': 0, 'order': 8}, {'hero_id': 27, 'team': 1, 'order': 9}]"
6097198942,3015,91,22,48,52,True,1626782016,5,48,,,,130,"[5108, 5106, 5107, 5106, 5106, 5109, 5106, 5107, 5107, 6137, 5107, 5109, 5108, 5108, 6153, 5108, 5109, 6122, 6932]",23,216,0,0,12,4,1681,14885,34035,0,19,180,152,1,116,252,36,362,6,174,25,15501,"[{'permanent_buff': 6, 'stack_count': 1}]",1194,False,19396,31557,2,54,"{'raw': 386, 'pct': 0.21947053800170793}","{'raw': 628, 'pct': 0.36208368915456873}","{'raw': 0.11940298507462686, 'pct': 0.2578992314261315}","{'raw': 3.462686567164179, 'pct': 0.18958155422715628}","{'raw': 677.3134328358209, 'pct': 0.5721605465414176}","{'raw': 0, 'pct': 0.9137489325362937}","{'raw': 1194, 'pct': 0.30913748932536295}","[{'hero_id': 14, 'team': 1, 'order': 0}, {'hero_id': 5, 'team': 0, 'order': 1}, {'hero_id': 123, 'team': 1, 'order': 2}, {'hero_id': 26, 'team': 0, 'order': 3}, {'hero_id': 19, 'team': 1, 'order': 4}, {'hero_id': 97, 'team': 0, 'order': 5}, {'hero_id': 106, 'team': 0, 'order': 6}, {'hero_id': 48, 'team': 1, 'order': 7}, {'hero_id': 49, 'team': 0, 'order': 8}, {'hero_id': 17, 'team': 1, 'order': 9}]"
6096424241,2957,88,22,50,34,False,1626726162,5,48,,,,131,"[5032, 5031, 5032, 5033, 5032, 5035, 5032, 5033, 5033, 5939, 5033, 5035, 5031, 5031, 447, 5031, 5035, 6089, 6666, 766, 6385]",21,41,0,0,4,4,5385,25640,31154,115,23,50,96,116,152,108,141,571,11,406,28,29735,"[{'permanent_buff': 5, 'stack_count': 30}]",4522,False,31541,38884,6,54,"{'raw': 640, 'pct': 0.7868020304568528}","{'raw': 789, 'pct': 0.7779187817258884}","{'raw': 0.22319918836658775, 'pct': 0.684010152284264}","{'raw': 8.238079134257694, 'pct': 0.7639593908629442}","{'raw': 632.1406831247887, 'pct': 0.5571065989847716}","{'raw': 2.333446060196145, 'pct': 0.868020304568528}","{'raw': 4522, 'pct': 0.7322335025380711}","[{'hero_id': 119, 'team': 0, 'order': 0}, {'hero_id': 14, 'team': 1, 'order': 1}, {'hero_id': 10, 'team': 0, 'order': 2}, {'hero_id': 48, 'team': 1, 'order': 3}, {'hero_id': 105, 'team': 0, 'order': 4}, {'hero_id': 34, 'team': 0, 'order': 5}, {'hero_id': 123, 'team': 1, 'order': 6}, {'hero_id': 83, 'team': 1, 'order': 7}, {'hero_id': 104, 'team': 0, 'order': 8}, {'hero_id': 23, 'team': 1, 'order': 9}]"
6096380050,1822,10,22,14,47,True,1626723606,5,48,,,,128,"[5019, 343, 343, 5019, 5632, 5022, 343, 343, 730, 8010, 5019, 5022, 730, 5019, 6029, 5632, 5632]",2,0,0,0,6,7,2758,11350,9424,0,6,1,0,0,0,0,0,288,2,139,17,5108,"[{'permanent_buff': 6, 'stack_count': 1}]",907,False,10233,13665,0,54,"{'raw': 337, 'pct': 0.07410236822001529}","{'raw': 450, 'pct': 0.10847975553857907}","{'raw': 0.06586169045005488, 'pct': 0.11611917494270435}","{'raw': 4.577387486278814, 'pct': 0.16424751718869365}","{'raw': 310.3402854006586, 'pct': 0.0985485103132162}","{'raw': 0, 'pct': 0.9747899159663865}","{'raw': 907, 'pct': 0.27043544690603516}","[{'hero_id': 15, 'team': 0, 'order': 0}, {'hero_id': 5, 'team': 0, 'order': 2}, {'hero_id': 27, 'team': 1, 'order': 3}, {'hero_id': 2, 'team': 1, 'order': 4}, {'hero_id': 99, 'team': 0, 'order': 5}, {'hero_id': 21, 'team': 0, 'order': 6}, {'hero_id': 19, 'team': 1, 'order': 7}, {'hero_id': 6, 'team': 1, 'order': 8}, {'hero_id': 70, 'team': 0, 'order': 9}, {'hero_id': 13, 'team': 1, 'order': 10}]"
6096293234,3778,269,22,42,44,True,1626719026,5,48,3137,,,128,"[5143, 5145, 5143, 5145, 5143, 5144, 5143, 5145, 5145, 5142, 5982, 5144, 5142, 5142, 6193, 5142, 5144, 795, 347, 5906, 782, 6330]",14,63,0,0,7,8,948,27980,44844,0,32,143,225,145,116,256,108,571,13,375,29,26903,"[{'permanent_buff': 12, 'stack_count': 0}]",1508,False,32364,39480,3,54,"{'raw': 514, 'pct': 0.7073684210526315}","{'raw': 627, 'pct': 0.3831578947368421}","{'raw': 0.20645844362096347, 'pct': 0.3936842105263158}","{'raw': 5.955532027527792, 'pct': 0.9347368421052632}","{'raw': 712.1863419798835, 'pct': 0.6463157894736842}","{'raw': 0, 'pct': 0.9221052631578948}","{'raw': 1508, 'pct': 0.5726315789473684}","[{'hero_id': 20, 'team': 0, 'order': 0}, {'hero_id': 5, 'team': 1, 'order': 1}, {'hero_id': 112, 'team': 0, 'order': 2}, {'hero_id': 28, 'team': 1, 'order': 3}, {'hero_id': 41, 'team': 0, 'order': 4}, {'hero_id': 2, 'team': 1, 'order': 5}, {'hero_id': 22, 'team': 0, 'order': 6}, {'hero_id': 32, 'team': 1, 'order': 7}, {'hero_id': 55, 'team': 0, 'order': 8}, {'hero_id': 74, 'team': 1, 'order': 9}]"
6094977475,2280,15,22,45,21,False,1626640498,5,48,,482,,128,"[5222, 5224, 5222, 5224, 5224, 5225, 5223, 5223, 5223, 6119, 5222, 5225, 5223, 5224, 5919, 5222, 5225, 6180, 6121]",11,236,0,10,1,11,3849,24390,24246,0,48,63,156,116,147,117,141,363,11,418,26,27274,,20806,False,27512,31274,11,54,"{'raw': 724, 'pct': 0.8301886792452831}","{'raw': 823, 'pct': 0.7598627787307033}","{'raw': 0.2894736842105263, 'pct': 0.8010291595197255}","{'raw': 11, 'pct': 0.8576329331046312}","{'raw': 638.0526315789473, 'pct': 0.5197255574614065}","{'raw': 0, 'pct': 0.9759862778730704}","{'raw': 20806, 'pct': 0.9262435677530018}","[{'hero_id': 51, 'team': 1, 'order': 0}, {'hero_id': 5, 'team': 1, 'order': 1}, {'hero_id': 123, 'team': 0, 'order': 2}, {'hero_id': 31, 'team': 0, 'order': 3}, {'hero_id': 67, 'team': 0, 'order': 4}, {'hero_id': 55, 'team': 1, 'order': 5}, {'hero_id': 2, 'team': 0, 'order': 6}, {'hero_id': 48, 'team': 1, 'order': 7}, {'hero_id': 76, 'team': 1, 'order': 8}, {'hero_id': 22, 'team': 0, 'order': 9}]"
